Latitude,Longitude
0.1179609,51.7814851
-0.1238816,51.5089043
0.1324728,51.7903884
0.144927,51.810511
-0.1552394,51.1587854
-0.162895,51.1581936
0.1652072,51.8666644
0.1706262,51.8579809
0.1751005,51.8863523
0.1978862,51.9009898
0.2078687,51.8993698
0.2618654,51.8895258
0.2660387,51.8923258
10.0000011,-84.71995799999999
10.000042299999999,-84.1966781
10.000235799999999,-84.19108589999999
10.0002779,-84.20355459999999
10.0006036,-85.5041134
10.0008886,-85.7054488
10.0010254,-84.18576159999999
10.0010779,-84.2297423
10.001256399999999,-84.1744344
10.003963299999999,-84.2090498
10.0045818,-84.7214376
10.0053743,-85.5021069
10.0085499,-84.2127716
10.0090057,-84.7245621
10.0099835,76.3037913
10.0102764,-85.7174144
10.010522,-85.5009584
10.011609499999999,-84.20334000000001
10.0125466,-84.20969099999999
10.012866899999999,-84.7274218
10.014830500000002,-85.7191802
10.0153409,-85.5007624
10.0156931,-84.214163
10.016833,-84.73024149999999
10.0201476,-85.7212071
10.0207006,-84.21553519999999
10.0214684,-85.5023258
10.022123299999999,-84.73411229999999
10.0248896,-85.721829
10.025445600000001,-84.21673659999999
10.026283099999999,-84.73712599999999
10.0268704,-85.7270123
10.0281071,-85.5028078
10.030087799999999,-85.7310275
10.031032399999999,-84.21457149999999
10.0316277,-84.7409787
10.0331975,-85.7357083
10.0339539,-85.5019458
10.035743,-84.2115366
10.0366862,-84.7446659
10.036863,76.314035
10.038141699999999,-85.7366378
10.0386767,-85.5003859
10.040955400000001,-84.2102634
10.042593799999999,-84.7489868
10.0426261,-85.7335492
10.0451491,-85.4988508
10.0455089,-84.2094127
10.046729299999999,-85.7359841
10.047863399999999,-84.7541181
10.0500781,-85.4979946
10.0507305,-85.7387301
10.050735399999999,-84.2059417
10.0522645,-84.75632019999999
10.0539026,-84.1801213
10.054248399999999,-84.20181869999999
10.0548211,-85.7456873
10.0556927,-85.4961969
10.057252499999999,-84.7574286
10.05856,-84.1981124
10.058685700000002,-85.75103419999999
10.0597269,-85.4909084
10.06180188888889,76.32368466666667
10.0621881,-85.4807385
10.0623775,-85.75675939999999
10.063011,-84.76034059999999
10.0662205,-85.7606584
10.0664524,-84.7649811
10.0671365,-85.47302359999999
10.0699258,-84.7711705
10.070480199999999,-85.76359699999999
10.0715606,-85.4708139
10.0732807,-84.7753335
10.0747965,-85.7657469
10.0777507,-84.7800843
10.0794205,-85.4687119
10.0796104,-85.7646541
10.0823188,-84.7856034
10.0838317,-85.465063
10.085058199999999,-85.7635238
10.0865463,-84.79079209999999
