Latitude,Longitude
8.0975948,98.9822070
8.0975936,98.9821988
8.0975872,98.9822255
8.0975864,98.9822186
8.0975848,98.9822140
8.0975763,98.9822008
8.0975659,98.9822033
8.0974311,98.9788890
8.0974223,98.9822479
8.0971450,98.9819640
8.0971373,98.9819605
8.0971365,98.9819596
8.0971141,98.9819431
8.0970977,98.9819875
8.0970958,98.9819815
8.0970937,98.9819273
8.0970935,98.9819811
8.0970932,98.9819746
8.0970923,98.9819784
8.0970918,98.9819820
8.0970881,98.9819234
8.0970881,98.9819231
8.0970842,98.9819790
8.0970715,98.9819820
8.0970488,98.9819695
8.0970486,98.9819658
8.0970483,98.9819644
8.0970444,98.9819743
8.0970403,98.9819727
8.0970397,98.9819765
8.0970364,98.9819807
8.0969625,98.9112563
8.0969106,98.9821779
8.0967920,98.9822810
8.0967775,98.9822945
8.0967730,98.9822933
8.0967710,98.9823040
8.0967691,98.9823064
8.0967684,98.9823061
8.0967680,98.9823071
8.0967658,98.9823123
8.0967635,98.9823144
8.0967614,98.9823173
8.0967608,98.9823158
8.0967235,98.9823564
8.0967232,98.9823563
8.0967229,98.9823542
8.0967222,98.9823575
8.0967222,98.9823556
8.0967222,98.9823548
8.0967219,98.9823539
8.0967217,98.9823545
8.0967216,98.9823544
8.0967210,98.9823544
8.0966887,98.9824230
8.0966872,98.9823975
8.0966815,98.9824114
8.0966745,98.9824333
8.0966714,98.9824387
8.0966543,98.9824775
8.0965792,98.9826588
8.0965229,98.9828242
8.0963367,98.9115497
8.0949502,98.3145828
8.0940511,98.9809024
8.0940504,98.9809056
8.0940498,98.9809025
8.0939973,98.9809893
8.0939728,98.9810155
8.0939721,98.9810180
8.0939719,98.9810184
8.0939542,98.9810434
8.0939534,98.9810375
8.0939500,98.9810480
8.0928111,98.9122407
8.0922535,98.9123351
8.0917134,98.9126220
8.0910629,98.3394755
8.0908474,98.8661111
8.0907845,98.8655388
8.0892705,98.9142907
8.0887775,98.9131873
8.0877633,98.9129469
8.0874556,98.9129749
8.0863602,98.9123172
8.0860222,98.8762125
8.0854508,98.8786523
8.0853994,98.9074177
8.0851548,98.9132165
8.0851203,98.9132639
8.0848889,98.9898282
8.0841808,98.8829037
8.0836807,98.8888353
8.0835184,98.9899997
8.0830099,98.9142327
8.0829108,98.8871552
8.0825181,98.8633330
8.0822291,98.8960053
8.0820329,98.8658617
8.0817160,98.9147064
8.0816137,98.9146576
8.0812884,98.9147202
8.0812396,98.8590495
8.0810486,98.8975557
8.0793806,98.9074785
8.0786815,98.8542327
8.0782264,98.8543596
8.0781804,98.9152860
8.0776686,98.9152264
8.0773070,98.9158950
8.0773062,98.9158948
8.0772795,98.9159599
8.0772058,98.9161327
8.0771940,98.9161670
8.0769209,98.9930591
8.0766855,98.9038557
8.0765735,98.9927746
8.0757257,98.9972459
8.0751498,98.8296256
8.0751060,98.8324154
8.0750793,98.9163199
8.0750023,98.9163462
8.0742777,98.9056382
8.0741766,98.9157668
8.0739001,98.9050676
8.0735927,98.9167191
8.0733242,98.9089985
8.0727709,98.9970182
8.0725388,98.9165528
8.0724376,98.8362190
8.0724142,98.3422141
8.0721002,98.8374851
8.0714679,98.9160822
8.0712754,98.9156088
8.0712455,98.9977153
8.0712055,98.9155685
8.0708591,98.9152862
8.0708125,98.9152593
8.0707892,98.9152459
8.0707191,98.9152055
8.0704849,98.9150319
8.0698333,98.9163139
8.0698105,98.9163340
8.0698014,98.9163497
8.0697941,98.9163456
8.0697254,98.8428124
8.0696485,98.9149396
8.0694025,98.9993638
8.0692450,98.9148241
8.0692083,98.9991825
8.0691842,98.9990259
8.0691791,98.9989770
8.0691749,98.9993521
8.0691710,98.9991015
8.0691336,98.9992110
8.0691124,98.9992468
8.0691009,98.9992530
8.0690952,98.9985149
8.0690809,98.9985183
8.0690746,98.9985079
8.0690720,98.9991035
8.0690684,98.9985757
8.0690616,98.9985137
8.0690563,98.9991819
8.0690504,98.9985382
8.0690494,98.9985379
8.0690481,98.9985520
8.0689833,98.9992149
8.0689795,98.9985491
8.0689452,98.9992068
8.0686530,98.9072550
8.0685220,98.9145776
8.0685079,98.9146334
8.0684836,98.9165645
8.0684520,98.9145373
8.0684379,98.9145931
8.0678805,98.9165727
8.0678654,98.9165827
8.0677334,98.9143786
8.0677117,99.0006918
8.0673078,98.9167457
8.0671699,98.9167767
8.0662497,99.0025621
8.0661848,98.9138691
8.0661707,98.9139249
8.0654781,98.9113828
8.0651683,98.9173344
8.0650996,98.9173662
8.0650926,98.9173621
8.0649933,98.9138643
8.0647714,98.9088965
8.0647665,98.9150139
8.0643128,98.9152592
8.0642832,98.9152784
8.0642817,98.9152702
8.0642804,98.9152569
8.0642789,98.9152761
8.0642773,98.9152571
8.0642748,98.9152949
8.0642678,98.9152890
8.0642514,98.9152761
8.0642433,98.9152894
8.0641921,98.9153270
8.0641774,98.9153385
8.0641689,98.9153652
8.0639997,98.9153657
8.0636362,98.8310956
8.0634659,98.9177774
8.0634099,98.9177898
8.0632573,98.9180223
8.0630781,98.9164915
8.0629984,98.9091885
8.0628983,98.9092402
8.0628818,98.9179356
8.0628678,98.9179355
8.0628358,98.9187974
8.0628343,98.9179451
8.0627811,98.9188198
8.0627311,98.9187335
8.0626768,98.9186694
8.0626640,98.9189485
8.0626270,98.9180161
8.0626138,98.9181134
8.0625940,98.9179669
8.0625817,98.9184059
8.0625716,98.9183194
8.0625637,98.9179841
8.0625579,98.9184430
8.0625404,98.9179696
8.0625347,98.9181013
8.0625142,98.9179487
8.0625106,98.9179278
8.0624999,98.9190282
8.0624650,98.9179487
8.0624617,98.9179230
8.0624613,98.9179323
8.0624426,98.9179215
8.0624326,98.9179482
8.0624219,98.9179815
8.0624148,98.9179974
8.0624046,98.9178970
8.0623924,98.9179511
8.0623893,98.9179348
8.0623883,98.9179261
8.0623715,98.9179129
8.0623687,98.9178839
8.0623592,98.9179096
8.0623393,98.9179101
8.0623118,98.9190884
8.0623020,98.9191393
8.0622583,98.9191363
8.0622560,98.9178290
8.0622054,98.9177912
8.0622039,98.9177809
8.0620657,98.9192146
8.0620643,98.9176875
8.0620360,98.9177211
8.0620326,98.9177176
8.0618287,98.9176899
8.0618074,98.9176695
8.0617904,98.9176330
8.0617761,98.9175663
8.0617315,98.9176174
8.0617159,98.9176483
8.0616815,98.9176690
8.0616796,98.9176050
8.0616792,98.9176629
8.0616767,98.9175511
8.0616746,98.9176392
8.0616612,98.9175817
8.0616603,98.9176477
8.0616603,98.9176355
8.0616575,98.9176234
8.0616515,98.9176425
8.0616509,98.9176287
8.0616484,98.9176727
8.0616484,98.9176444
8.0616463,98.9174773
8.0616394,98.9176428
8.0616228,98.9176445
8.0616204,98.9176291
8.0616124,98.9175913
8.0616046,98.9175975
8.0615743,98.9176082
8.0615735,98.9175945
8.0615725,98.9176093
8.0615292,98.9175568
8.0613959,98.9175163
8.0612548,98.9195614
8.0612362,98.9175114
8.0612254,98.9106287
8.0611327,98.9173918
8.0609776,99.0121158
8.0609339,98.9106934
8.0603807,98.8219752
8.0601428,98.9170326
8.0600764,98.9170469
8.0600629,98.9169881
8.0600590,98.9170258
8.0600484,98.9170218
8.0600477,98.9170278
8.0600451,98.9170465
8.0600435,98.9170290
8.0600368,98.9170127
8.0600345,98.9170393
8.0600327,98.9170120
8.0600297,98.9117505
8.0600292,98.9117617
8.0600291,98.9169973
8.0600268,98.9170412
8.0600266,98.9170387
8.0600254,98.9170243
8.0600238,98.9170342
8.0600222,98.9170227
8.0600218,98.9170126
8.0600217,98.9117724
8.0600211,98.9169587
8.0600194,98.9170235
8.0600180,98.9117762
8.0600131,98.9170148
8.0600112,98.9170184
8.0600109,98.9170149
8.0600076,98.9169536
8.0600058,98.9170097
8.0600048,98.9169256
8.0600028,98.9170091
8.0599999,98.9169193
8.0599994,98.9169919
8.0599984,98.9170151
8.0599956,98.9169705
8.0599949,98.9169690
8.0599944,98.9169697
8.0599944,98.9169696
8.0599933,98.9169690
8.0599925,98.9169691
8.0599923,98.9169706
8.0599908,98.9169685
8.0599902,98.9169705
8.0599900,98.9169684
8.0599899,98.9169689
8.0599896,98.9169690
8.0599895,98.9169702
8.0599893,98.9169687
8.0599892,98.9169686
8.0599889,98.9169689
8.0599879,98.9169696
8.0599879,98.9169694
8.0599879,98.9169690
8.0599872,98.9169698
8.0599872,98.9169682
8.0599871,98.9169689
8.0599871,98.9169684
8.0599852,98.9169698
8.0599849,98.9169882
8.0599849,98.9169818
8.0599847,98.9170055
8.0599847,98.9169700
8.0599845,98.9169062
8.0599834,98.9169694
8.0599831,98.9169086
8.0599829,98.9169924
8.0599826,98.9169705
8.0599824,98.9169894
8.0599822,98.9169686
8.0599816,98.9168926
8.0599814,98.9169703
8.0599811,98.9169706
8.0599808,98.9169910
8.0599806,98.9169691
8.0599802,98.9169692
8.0599802,98.9169401
8.0599801,98.9169682
8.0599793,98.9169918
8.0599793,98.9169855
8.0599782,98.9169892
8.0599779,98.9169688
8.0599775,98.9169902
8.0599775,98.9169897
8.0599769,98.9169705
8.0599769,98.9168839
8.0599766,98.9169704
8.0599759,98.9169686
8.0599722,98.9169895
8.0599721,98.9168711
8.0599702,98.9168653
8.0599698,98.9169071
8.0599695,98.9169071
8.0599680,98.9168926
8.0599664,98.9168527
8.0599660,98.9170182
8.0599654,98.9170015
8.0599642,98.9168502
8.0599640,98.9168548
8.0599636,98.9168493
8.0599635,98.9169974
8.0599627,98.9169942
8.0599627,98.9168533
8.0599627,98.9168499
8.0599615,98.9168559
8.0599614,98.9168551
8.0599601,98.9169349
8.0599589,98.9170120
8.0599565,98.9169794
8.0599565,98.9169784
8.0599564,98.9169795
8.0599557,98.9169804
8.0599557,98.9169803
8.0599557,98.9169802
8.0599554,98.9169802
8.0599551,98.9169775
8.0599550,98.9169778
8.0599550,98.9169776
8.0599550,98.9169775
8.0599549,98.9169773
8.0599548,98.9169778
8.0599548,98.9169777
8.0599547,98.9169777
8.0599547,98.9169776
8.0599545,98.9169778
8.0599544,98.9169776
8.0599539,98.9169794
8.0599539,98.9169767
8.0599538,98.9169791
8.0599535,98.9169997
8.0599494,98.9169378
8.0599481,98.9169400
8.0599420,98.9170136
8.0599396,98.9170401
8.0599393,98.9170490
8.0599393,98.9169314
8.0599377,98.9170347
8.0599326,98.9169045
8.0599321,98.9169225
8.0599312,98.9169248
8.0599307,98.9169961
8.0599263,98.9169994
8.0599247,98.9169976
8.0599237,98.9169996
8.0599232,98.9169666
8.0599209,98.9169375
8.0599192,98.9169054
8.0599191,98.9170008
8.0599184,98.9170001
8.0599184,98.9169290
8.0599170,98.9169383
8.0599162,98.9169327
8.0599152,98.9169318
8.0599144,98.9169320
8.0599139,98.9169303
8.0599136,98.9169261
8.0599132,98.9169292
8.0599128,98.9169244
8.0599127,98.9169725
8.0599127,98.9169287
8.0599123,98.9169002
8.0599122,98.9169360
8.0599092,98.9168442
8.0599084,98.9169722
8.0599082,98.9168427
8.0599079,98.9168404
8.0599077,98.9168451
8.0599075,98.9168454
8.0599073,98.9168453
8.0599070,98.9168463
8.0599066,98.9168451
8.0599065,98.9168475
8.0599060,98.9168545
8.0599054,98.9168445
8.0599054,98.9168430
8.0599041,98.9170105
8.0599041,98.9169779
8.0599030,98.9168448
8.0599029,98.9170084
8.0599014,98.9169354
8.0598978,98.9169271
8.0598969,98.9169615
8.0598941,98.9169698
8.0598921,98.9170094
8.0598903,98.9169694
8.0598887,98.9169737
8.0598881,98.9169685
8.0598859,98.9170165
8.0598855,98.9169685
8.0598794,98.9168384
8.0598782,98.9169682
8.0598694,98.9169149
8.0598648,98.9170097
8.0598621,98.9169071
8.0598603,98.9169697
8.0598595,98.9170190
8.0598581,98.9170180
8.0595155,98.9123285
8.0593103,98.9170696
8.0591548,98.9180080
8.0589300,98.9167336
8.0589160,98.9167216
8.0589099,98.9167228
8.0589057,98.9167273
8.0588795,98.9168975
8.0588456,98.9166690
8.0587468,98.9176564
8.0584849,98.9164483
8.0584690,98.9164169
8.0584454,98.9164032
8.0583953,98.9164332
8.0583768,98.9200210
8.0583224,98.9200070
8.0583029,99.0170940
8.0582885,98.9133751
8.0580904,98.9198201
8.0575244,98.9188649
8.0567476,98.9156037
8.0567165,98.9176382
8.0567101,98.9155347
8.0566084,98.9175039
8.0566039,98.9185039
8.0565263,98.9174058
8.0559017,98.8178269
8.055891027777779,98.77464294444444
8.055891027777779,98.77464294444444
8.0558574,98.9173112
8.0557530,98.9204104
8.0542177,98.9167053
8.0541817,98.9167091
8.0541575,98.9167664
8.0541028,98.9165481
8.0540644,99.0287916
8.0539924,98.9163980
8.0521613,98.8163748
8.0512713,98.8080925
8.0509441,99.0353213
8.0503382,98.8131915
8.0500306,98.8140403
8.0497487,98.8142348
8.0484510,98.8034369
8.0482874,99.0399446
8.0472649,98.8132152
8.0470267,98.3368055
8.045872666666666,98.81320952777777
8.045872666666666,98.81320952777777
8.0457078,98.8048810
8.0433666,98.8091769
8.0433266,98.8093157
8.0432781,98.8094650
8.0431716,99.0790795
8.0431154,98.8099683
8.0431009,99.0779202
8.0430321,98.8100954
8.0428692,98.8103782
8.0427447,98.8105343
8.0426421,99.0614852
8.0425478,98.8108065
8.0422747,98.8111927
8.0422429,98.8427150
8.0422144,98.8114847
8.0421682,98.8115078
8.0420060,98.8117790
8.0419702,98.8425956
8.0416739,98.8124926
8.0416409,98.8125638
8.0415121,98.8128430
8.0415120,98.8128372
8.0414686,98.8128425
8.0414673,98.8128481
8.0407841,98.8149071
8.0403492,98.8148382
8.0402956,98.8148235
8.0402680,98.8148487
8.0402568,98.8148566
8.0402552,98.8148585
8.0402511,98.8148576
8.0399301,98.8151431
8.0396960,98.8153473
8.0393643,98.8155914
8.0393374,98.8156006
8.0390844,98.8159181
8.0389195,98.8159714
8.0387283,98.8162330
8.0386481,98.8162718
8.0385370,98.8162822
8.0385165,98.8169572
8.0384635,98.8170243
8.0379488,98.8180536
8.0379143,98.8179919
8.0378434,98.8182327
8.0375210,98.8336944
8.0374928,98.8332893
8.0374752,98.8337016
8.0371694,98.8185810
8.0371483,98.8333252
8.0371449,98.8333010
8.0371420,98.8186079
8.0371152,98.8332769
8.0371124,98.8333101
8.0371078,98.8332743
8.0371033,98.8332931
8.0370984,98.8332652
8.0370633,98.8332372
8.0370221,98.8332348
8.0369469,98.8331440
8.0369328,98.8331979
8.0364684,98.8330281
8.0364456,98.8329938
8.0364345,98.8330258
8.0364299,98.8330189
8.0363675,98.8329715
8.0363491,98.8329498
8.0363402,98.8329450
8.0363396,98.8329324
8.0363348,98.8329256
8.0363322,98.8329193
8.0363314,98.8329205
8.0363282,98.8329220
8.0363209,98.8329257
8.0363069,98.8329401
8.0363053,99.0874645
8.0362925,98.8328987
8.0362917,98.8329015
8.0362880,98.8329035
8.0362834,98.8328140
8.0362470,98.8328637
8.0362179,98.8328439
8.0362164,98.8328195
8.0362131,98.8328377
8.0362077,98.8328382
8.0361944,98.8328167
8.0361937,98.8328259
8.0361851,98.8327929
8.0361821,98.8328114
8.0361744,98.8328238
8.0361743,98.8328597
8.0361692,98.8327784
8.0361549,98.8327749
8.0361546,98.8328705
8.0361533,98.8327812
8.0361459,98.8327893
8.0360873,98.8327635
8.0360818,98.8327107
8.0360047,98.8326749
8.0360000,98.8326565
8.0359905,98.8326479
8.0359890,98.8326288
8.0359884,98.8326570
8.0359770,98.8326405
8.0359620,98.8187863
8.0359503,98.8187735
8.0359399,98.8187507
8.0358905,98.8325428
8.0358899,98.8326029
8.035877222222222,98.86093899999999
8.035877222222222,98.86093899999999
8.0358770,98.8609376
8.0358737,98.8325830
8.0358728,98.8325210
8.0358669,98.8325581
8.0358558,98.8325299
8.0358557,98.8325274
8.0357755,98.8324526
8.0357721,98.8323925
8.0357691,98.8324500
8.0357690,98.8324270
8.0357638,98.8324304
8.0357623,98.8324737
8.0357608,98.8323351
8.0357607,98.8324784
8.0357397,98.8323574
8.0357346,98.8324344
8.0357217,98.8322917
8.0357202,98.8323837
8.0357197,98.8323798
8.0357001,98.8323927
8.0356987,98.8323802
8.0356899,98.8323319
8.0356791,98.8323441
8.0356724,98.8323863
8.0356683,98.8322589
8.0356522,98.8323866
8.0356266,98.8322610
8.0356246,98.8324247
8.0356245,98.8322819
8.0356243,98.8324172
8.0356150,98.8322518
8.0356109,98.8322225
8.0355741,98.8321777
8.0355608,98.8322641
8.0355329,98.8320774
8.0354563,98.8321179
8.0354090,98.8189943
8.0353743,98.8314582
8.0353580,98.8190117
8.0352698,98.8311788
8.0352668,98.8311570
8.0352570,98.8311901
8.0352478,98.8317360
8.0352383,98.8310504
8.0352263,98.8310191
8.0351766,98.8308631
8.0349670,98.8301220
8.0349519,98.8303423
8.0349104,98.8299208
8.0349066,98.8296748
8.0348963,98.8297099
8.0348935,98.8297099
8.0348835,98.8297025
8.0348782,98.8296570
8.0348749,98.8296603
8.0348738,98.8296282
8.0348683,98.8296591
8.0348649,98.8299584
8.0348647,98.8296478
8.0348626,98.8296533
8.0348606,98.8296455
8.0348602,98.8296474
8.0348598,98.8296496
8.0348576,98.8296461
8.0348457,98.8296437
8.0348447,98.8298116
8.0348421,98.8298147
8.0348370,98.8298733
8.0348363,98.8297720
8.0348345,98.8298086
8.0348322,98.8191401
8.0348287,98.8298139
8.0348259,98.8297601
8.0348230,98.8297130
8.0348226,98.8297606
8.0348214,98.8296497
8.0348214,98.8295435
8.0348173,98.8297841
8.0348173,98.8297460
8.0348159,98.8297510
8.0348129,98.8297434
8.0348124,98.8297277
8.0348124,98.8296024
8.0348113,98.8603677
8.034811,98.86036680555554
8.034811,98.86036680555554
8.0348108,98.8297386
8.0348031,98.8297563
8.0348008,98.8297570
8.0347915,98.8297528
8.0347895,98.8297219
8.0347870,98.8297446
8.0347857,98.8297111
8.0347841,98.8297413
8.0347841,98.8295106
8.0347780,98.8295573
8.0347738,98.8297066
8.0347712,98.8297235
8.0347712,98.8295682
8.0347706,98.8192189
8.0347674,98.8297095
8.0347664,98.8297046
8.0347607,98.8296951
8.0347578,98.8296042
8.0347535,98.8295191
8.0347500,98.8295182
8.0347440,98.8295505
8.0347425,98.8296078
8.0347411,98.8296054
8.0347384,98.8296030
8.0347381,98.8295607
8.0347369,98.8296138
8.0347329,98.8596082
8.0347288,98.8296058
8.0347205,98.8295319
8.0347084,98.8295313
8.0347081,98.8295325
8.0347061,98.8295214
8.0347024,98.8295501
8.0346990,98.8296271
8.0346876,98.8296280
8.0346860,98.8295691
8.0346855,98.8296109
8.0346836,98.8295684
8.0346812,98.8295974
8.0346800,98.8295875
8.0346796,98.8296229
8.0346722,98.8295942
8.0346713,98.8295888
8.0346682,98.8295812
8.0346664,98.8295761
8.0346634,98.8295631
8.0346595,98.8295729
8.0346591,98.8295620
8.0346581,98.8295657
8.0346561,98.8295762
8.0346555,98.8295848
8.0346544,98.8295580
8.0346533,98.8295605
8.0346520,98.8295070
8.0346495,98.8295793
8.0346488,98.8295782
8.0346481,98.8295818
8.0346481,98.8295800
8.0346481,98.8295787
8.0346479,98.8295789
8.0346478,98.8295786
8.0346476,98.8295789
8.0346475,98.8295790
8.0346475,98.8295787
8.0346472,98.8295791
8.0346472,98.8295713
8.0346469,98.8295797
8.0346469,98.8295787
8.0346464,98.8295660
8.0346443,98.8295684
8.0346390,98.8295363
8.0346387,98.8295440
8.0346365,98.8295325
8.0346328,98.8295573
8.0346327,98.8295528
8.0346312,98.8295681
8.0346294,98.8295296
8.0346266,98.8295074
8.0346259,98.8295277
8.0346258,98.8295227
8.0346248,98.8295421
8.0346240,98.8295489
8.0346225,98.8295076
8.0346223,98.8295105
8.0346203,98.8295239
8.0346202,98.8295282
8.0346198,98.8294766
8.0346197,98.8295215
8.0346197,98.8294821
8.0346192,98.8295167
8.0346191,98.8295325
8.0346188,98.8295100
8.0346185,98.8294330
8.0346180,98.8295179
8.0346171,98.8294826
8.0346164,98.8295378
8.0346140,98.8295525
8.0346138,98.8295249
8.0346100,98.8295592
8.0346100,98.8295589
8.0346081,98.8294997
8.0346062,98.8295019
8.0346043,98.8295128
8.0346040,98.8294987
8.0345999,98.8294798
8.0345978,98.8295051
8.0345977,98.8295095
8.0345956,98.8294950
8.0345934,98.8294923
8.0345851,98.8294375
8.0345800,98.8294410
8.0345796,98.8294535
8.0345769,98.8294597
8.0345767,98.8294720
8.0345717,98.8294751
8.0345713,98.8294657
8.0345695,98.8294432
8.0345695,98.8294422
8.0345669,98.8294421
8.0345618,98.8294444
8.0344873,98.8293982
8.0343664,98.8603366
8.0342846,98.8191831
8.0342224,98.8192494
8.0341872,98.8210484
8.0340994,98.8189701
8.0340913,98.8286235
8.0340582,98.8285791
8.0340451,98.8284944
8.0340421,98.8285458
8.0339999,98.8610650
8.0338936,98.8282141
8.0338926,98.8282076
8.0338573,98.8282030
8.0338542,98.8281416
8.0338474,98.8281672
8.0337680,98.8280879
8.0337458,98.8597978
8.0337440,98.8198993
